2018-12-24 18:43:06 , CUSIP: 9128285Q9 , Bid: 100.896 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.908 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 99.0391 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.0469 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 99.8887 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.9004 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 100.438 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.453 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 100.816 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.824 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 100.934 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.949 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 99.2578 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.2734 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 99.4043 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.416 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 99.1777 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.1895 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 99.2891 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.2969 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 99.0957 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.1074 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 99.9961 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.012 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 100.512 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.52 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 99.0801 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.0918 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 99.5371 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.5488 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 99.7617 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.7695 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 100.715 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.723 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 98.9961 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.0117 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 100.254 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.262 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 99.3398 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.3555 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 99.8848 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.8965 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 99.8633 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.8789 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 99.1484 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.1641 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 99.3164 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.3242 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 99.6191 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.6309 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 100.699 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.715 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 99.4551 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.4668 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 100.615 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.627 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 99.4023 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.4102 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 100.264 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.275 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 99.0703 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.0781 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 100.051 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.059 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 99.5508 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.5586 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 100.801 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.816 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 100.533 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.545 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 100.105 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.113 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 100.389 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.4 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 100.221 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.232 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 99.2422 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.2578 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 100.9 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.912 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 99.4395 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.4512 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 100.186 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.197 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 99.0957 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.1074 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 99.1719 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.1797 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 100.414 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.43 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 99.3984 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.4062 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 100.789 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.805 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 99.7773 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.7852 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 99.7109 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.7266 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 100.633 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.641 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 100.652 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.668 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 100.707 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.723 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 99.4238 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.4355 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 100.363 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.379 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 99.9648 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.9805 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 99.9395 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.9512 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 100.807 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.818 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 99.5 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.5156 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 100.312 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.328 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 99.4668 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.4785 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 99.3906 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.4062 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 100.027 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.043 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 99.3203 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.3281 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 99.377 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.3887 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 99.918 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.9336 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 99.3594 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.375 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 100.742 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.75 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 99.6562 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.6719 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 100.211 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.227 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 100.256 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.268 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 100.287 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.299 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 100.43 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.438 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 100.59 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.598 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 99.0039 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.0195 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 99.5039 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.5195 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 99.8613 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.873 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 100.594 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.609 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 100.91 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.918 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 100.332 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.348 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 100.809 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.816 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 100.664 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.68 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 99.8125 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.8281 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 100.055 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.062 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 100.516 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.523 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 99.2773 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.293 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 99.8477 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.8633 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 100.354 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.365 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 99.8086 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.8164 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 99.6055 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.6211 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 99.4941 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.5059 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 100.738 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.746 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 100.602 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.617 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 100.1 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.111 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 99 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.0078 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 100.273 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.281 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 100.139 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.15 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 99.4297 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.4453 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 100.234 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.25 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 99.957 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.9648 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 100.293 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.309 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 100.008 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.023 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 100.219 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.227 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 99.3125 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.3281 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 99.2559 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.2676 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 100.062 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.078 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 100.615 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.627 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 99.6523 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.6602 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 99.957 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.9648 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 99.2441 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.2559 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 100.51 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.521 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 100.279 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.291 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 100.629 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.645 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 100.305 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.32 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 100.803 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.814 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 100.91 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.926 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 100.869 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.881 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 100.941 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.957 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 100.395 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.41 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 100.535 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.543 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 99.4805 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.4883 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
