2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: -1000000 , TRSY0: 0 , TRSY1: -1000000 , TRSY2: 0
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 135000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -129000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 124000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -128000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 145000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -116000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 137000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -131000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 126000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -130000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 147000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -118000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 139000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -133000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 128000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -132000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 149000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -120000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 141000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -135000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 130000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -134000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 151000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -122000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 143000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -137000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 132000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -136000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 153000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -124000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 145000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -139000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 134000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -138000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 155000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -126000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 147000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -141000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 136000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -140000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 157000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -128000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 149000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -143000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 138000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -142000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 159000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -130000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 151000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -145000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 140000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -144000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 161000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -132000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 153000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -147000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 142000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -146000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 163000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -134000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 155000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -149000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 144000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -148000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 165000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -136000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 157000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -151000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 146000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -150000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 167000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -138000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 159000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -153000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 148000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -152000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 169000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -140000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 161000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -155000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 150000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -154000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 171000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -142000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 163000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -157000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 152000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -156000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 173000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -144000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 165000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -159000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 154000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -158000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 175000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -146000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 167000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -161000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 156000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -160000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 177000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -148000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 169000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -163000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 158000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -162000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 179000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -150000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 171000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -165000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 160000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -164000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 181000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -152000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 173000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -167000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 162000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -166000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 183000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -154000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 175000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -169000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 164000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -168000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 185000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -156000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 177000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -171000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 166000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -170000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 187000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -158000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 179000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -173000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 168000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -172000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 189000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -160000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 181000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -175000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 170000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -174000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 191000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -162000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 183000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -177000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 172000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -176000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 193000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -164000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 185000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -179000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 174000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -178000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 195000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -166000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 187000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -181000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 176000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -180000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 197000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -168000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 189000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -183000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 178000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -182000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 199000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -170000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 191000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -185000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 180000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -184000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 201000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -172000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 193000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -187000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 182000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -186000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 203000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:37 , CUSIP: 912810SE9 , AggregatePosition: -174000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:37 , CUSIP: 9128285Q9 , AggregatePosition: 195000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285R7 , AggregatePosition: -189000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:37 , CUSIP: 9128285P1 , AggregatePosition: 184000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:37 , CUSIP: 9128285N6 , AggregatePosition: -188000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:37 , CUSIP: 9128285M8 , AggregatePosition: 205000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
